Frequency (Hz),1A,2A,3A,4A,5A
9774.432563,3.84E-06,2.25E-06,1.67E-06,1.71E-06,1.96E-06
9804.102431,4.67E-06,2.18E-06,1.86E-06,1.91E-06,2.20E-06
9833.772298,5.19E-06,2.11E-06,1.69E-06,2.06E-06,2.49E-06
9863.442166,5.42E-06,2.43E-06,1.79E-06,1.77E-06,2.23E-06
9893.112033,4.54E-06,2.57E-06,2.40E-06,1.67E-06,2.30E-06
9922.781901,4.49E-06,2.60E-06,2.36E-06,1.84E-06,2.22E-06
9952.451769,4.77E-06,2.40E-06,1.70E-06,1.89E-06,2.11E-06
9982.121636,4.75E-06,1.97E-06,1.82E-06,2.08E-06,2.12E-06
10011.7915,4.12E-06,2.08E-06,1.99E-06,2.05E-06,1.91E-06
10041.46137,4.33E-06,2.29E-06,1.88E-06,1.76E-06,1.44E-06
10071.13124,3.88E-06,1.77E-06,2.20E-06,2.03E-06,2.07E-06
10100.80111,4.38E-06,2.11E-06,2.28E-06,2.29E-06,2.26E-06
10130.47097,3.30E-06,2.25E-06,2.13E-06,2.62E-06,2.24E-06
10160.14084,4.14E-06,2.30E-06,1.53E-06,2.53E-06,1.96E-06
10189.81071,5.21E-06,2.53E-06,1.64E-06,2.25E-06,1.76E-06
10219.48058,5.21E-06,2.61E-06,1.94E-06,2.13E-06,1.66E-06
10249.15045,4.23E-06,3.06E-06,1.68E-06,2.33E-06,1.60E-06
10278.82031,4.88E-06,3.16E-06,2.30E-06,1.99E-06,1.43E-06
10308.49018,5.60E-06,2.60E-06,2.37E-06,1.82E-06,1.60E-06
10338.16005,5.43E-06,2.15E-06,2.26E-06,2.05E-06,1.65E-06
10367.82992,5.70E-06,2.43E-06,1.98E-06,1.96E-06,1.73E-06
10397.49978,5.37E-06,2.76E-06,1.71E-06,1.69E-06,1.91E-06
10427.16965,5.08E-06,2.80E-06,1.92E-06,1.68E-06,1.85E-06
10456.83952,4.94E-06,2.14E-06,2.17E-06,1.80E-06,2.01E-06
10486.50939,5.23E-06,2.27E-06,2.09E-06,2.13E-06,1.92E-06
10516.17925,4.42E-06,2.34E-06,1.72E-06,2.11E-06,1.72E-06
10545.84912,3.51E-06,2.27E-06,1.57E-06,2.18E-06,1.66E-06
10575.51899,4.25E-06,2.04E-06,1.66E-06,1.98E-06,1.95E-06
10605.18886,4.25E-06,1.76E-06,2.05E-06,2.09E-06,2.04E-06
10634.85872,4.44E-06,2.27E-06,1.85E-06,2.35E-06,1.96E-06
10664.52859,4.41E-06,2.70E-06,1.79E-06,2.08E-06,2.15E-06
10694.19846,4.30E-06,2.54E-06,1.51E-06,2.24E-06,2.18E-06
10723.86833,4.84E-06,2.38E-06,1.87E-06,2.03E-06,1.92E-06
10753.53819,5.16E-06,2.62E-06,2.03E-06,2.02E-06,1.79E-06
10783.20806,5.08E-06,2.94E-06,2.16E-06,2.06E-06,1.64E-06
10812.87793,4.71E-06,2.74E-06,2.00E-06,1.79E-06,1.79E-06
10842.5478,3.93E-06,2.59E-06,2.18E-06,2.10E-06,1.63E-06
10872.21767,3.83E-06,2.19E-06,2.63E-06,2.05E-06,1.78E-06
10901.88753,3.98E-06,2.26E-06,2.54E-06,1.59E-06,1.98E-06
10931.5574,4.22E-06,2.11E-06,2.57E-06,2.09E-06,1.99E-06
10961.22727,4.67E-06,2.29E-06,2.75E-06,2.30E-06,1.81E-06
10990.89714,4.02E-06,2.16E-06,3.27E-06,2.00E-06,1.83E-06
11020.567,3.95E-06,1.93E-06,2.77E-06,2.00E-06,1.72E-06
11050.23687,4.17E-06,2.02E-06,2.61E-06,1.79E-06,1.96E-06
11079.90674,4.77E-06,2.44E-06,2.71E-06,2.12E-06,1.92E-06
11109.57661,4.76E-06,2.28E-06,2.40E-06,2.20E-06,1.89E-06
11139.24647,4.83E-06,2.91E-06,2.40E-06,1.73E-06,2.17E-06
11168.91634,4.37E-06,2.72E-06,2.41E-06,1.85E-06,2.53E-06
11198.58621,4.64E-06,2.54E-06,2.71E-06,1.64E-06,2.00E-06
11228.25608,4.08E-06,2.68E-06,2.98E-06,1.61E-06,1.71E-06
11257.92594,4.96E-06,2.50E-06,2.75E-06,1.83E-06,1.68E-06
11287.59581,5.45E-06,2.92E-06,2.53E-06,2.11E-06,2.07E-06
11317.26568,6.67E-06,2.64E-06,2.73E-06,1.92E-06,2.15E-06
11346.93555,7.01E-06,2.18E-06,2.71E-06,1.65E-06,2.22E-06
11376.60541,5.87E-06,2.27E-06,2.46E-06,1.83E-06,1.95E-06
11406.27528,4.49E-06,2.36E-06,2.67E-06,1.80E-06,1.97E-06
11435.94515,4.39E-06,2.33E-06,3.27E-06,1.45E-06,1.91E-06
11465.61502,3.76E-06,2.47E-06,4.49E-06,1.74E-06,1.96E-06
11495.28489,4.06E-06,2.39E-06,6.34E-06,1.78E-06,1.97E-06
11524.95475,4.18E-06,2.54E-06,7.10E-06,2.19E-06,1.80E-06
11554.62462,4.36E-06,2.21E-06,6.52E-06,2.08E-06,2.40E-06
11584.29449,4.90E-06,2.76E-06,5.01E-06,1.97E-06,2.72E-06
11613.96436,5.63E-06,2.25E-06,3.16E-06,1.47E-06,2.09E-06
11643.63422,6.19E-06,2.09E-06,3.26E-06,1.63E-06,1.68E-06
11673.30409,6.83E-06,2.31E-06,2.62E-06,1.88E-06,1.96E-06
11702.97396,7.11E-06,2.03E-06,2.74E-06,2.19E-06,1.91E-06
11732.64383,5.51E-06,1.96E-06,2.98E-06,2.40E-06,2.07E-06
11762.31369,5.35E-06,2.08E-06,2.68E-06,2.72E-06,1.72E-06
11791.98356,4.68E-06,2.12E-06,2.46E-06,2.87E-06,2.15E-06
11821.65343,4.75E-06,2.32E-06,2.51E-06,2.63E-06,2.25E-06
11851.3233,3.91E-06,2.61E-06,2.57E-06,1.99E-06,2.27E-06
11880.99316,4.93E-06,3.08E-06,2.35E-06,1.76E-06,2.99E-06
11910.66303,5.67E-06,3.39E-06,2.74E-06,1.88E-06,2.69E-06
11940.3329,5.32E-06,3.60E-06,2.45E-06,1.85E-06,2.50E-06
11970.00277,4.95E-06,2.88E-06,2.74E-06,2.02E-06,2.78E-06
11999.67264,5.61E-06,2.45E-06,2.84E-06,2.34E-06,2.20E-06
12029.3425,6.32E-06,2.61E-06,2.55E-06,2.27E-06,2.41E-06
12059.01237,6.20E-06,2.93E-06,2.67E-06,1.97E-06,2.19E-06
12088.68224,5.44E-06,2.98E-06,2.56E-06,2.12E-06,2.32E-06
12118.35211,5.61E-06,3.14E-06,2.35E-06,2.67E-06,2.45E-06
12148.02197,5.92E-06,2.53E-06,2.51E-06,2.75E-06,2.24E-06
12177.69184,6.36E-06,2.34E-06,2.47E-06,2.38E-06,2.51E-06
12207.36171,6.92E-06,2.49E-06,2.08E-06,2.03E-06,2.10E-06
12237.03158,6.44E-06,2.21E-06,2.58E-06,1.70E-06,1.75E-06
12266.70144,5.31E-06,2.67E-06,3.11E-06,1.88E-06,1.78E-06
12296.37131,6.16E-06,2.94E-06,2.68E-06,1.57E-06,2.07E-06
12326.04118,6.56E-06,2.86E-06,2.33E-06,1.57E-06,1.98E-06
12355.71105,6.43E-06,2.98E-06,2.15E-06,1.77E-06,1.71E-06
12385.38091,5.78E-06,3.37E-06,2.10E-06,1.61E-06,1.35E-06
12415.05078,6.62E-06,3.44E-06,1.88E-06,2.03E-06,1.57E-06
12444.72065,5.23E-06,3.59E-06,2.23E-06,1.84E-06,1.58E-06
12474.39052,4.40E-06,3.91E-06,2.42E-06,2.07E-06,2.07E-06
12504.06038,5.22E-06,3.33E-06,2.63E-06,1.94E-06,1.87E-06
12533.73025,4.46E-06,3.13E-06,2.98E-06,2.23E-06,2.17E-06
12563.40012,4.50E-06,3.20E-06,2.86E-06,1.83E-06,2.54E-06
12593.06999,5.11E-06,2.51E-06,2.22E-06,1.46E-06,2.49E-06
12622.73986,5.77E-06,2.45E-06,1.69E-06,1.83E-06,2.91E-06
12652.40972,5.41E-06,2.65E-06,2.07E-06,1.86E-06,2.65E-06
12682.07959,5.42E-06,2.72E-06,2.61E-06,2.08E-06,2.70E-06
12711.74946,5.08E-06,3.25E-06,2.73E-06,2.09E-06,2.16E-06
12741.41933,4.91E-06,2.89E-06,2.61E-06,2.22E-06,1.80E-06
12771.08919,4.56E-06,2.75E-06,2.40E-06,1.90E-06,1.55E-06
12800.75906,5.06E-06,2.61E-06,2.81E-06,2.17E-06,1.57E-06
12830.42893,5.40E-06,2.51E-06,2.44E-06,1.84E-06,2.23E-06
12860.0988,6.82E-06,3.12E-06,2.43E-06,2.16E-06,2.30E-06
12889.76866,8.01E-06,3.47E-06,2.31E-06,2.33E-06,2.14E-06
12919.43853,7.72E-06,3.01E-06,2.36E-06,1.93E-06,2.28E-06
12949.1084,7.84E-06,2.57E-06,2.38E-06,1.43E-06,1.68E-06
12978.77827,6.55E-06,2.83E-06,2.64E-06,1.77E-06,2.03E-06
13008.44813,6.45E-06,2.60E-06,2.54E-06,1.66E-06,2.57E-06
13038.118,5.50E-06,2.92E-06,2.11E-06,1.47E-06,2.74E-06
13067.78787,4.85E-06,3.37E-06,2.68E-06,1.97E-06,2.25E-06
13097.45774,6.27E-06,3.74E-06,2.47E-06,2.22E-06,2.55E-06
13127.1276,5.90E-06,3.31E-06,2.22E-06,2.19E-06,2.41E-06
13156.79747,6.64E-06,3.41E-06,2.89E-06,2.00E-06,2.31E-06
13186.46734,5.70E-06,2.81E-06,2.78E-06,2.01E-06,2.44E-06
13216.13721,5.12E-06,2.69E-06,2.66E-06,2.00E-06,2.46E-06
13245.80708,4.98E-06,3.58E-06,2.48E-06,2.08E-06,2.39E-06
13275.47694,5.99E-06,3.84E-06,1.98E-06,1.75E-06,2.20E-06
13305.14681,6.79E-06,3.69E-06,2.21E-06,1.74E-06,2.27E-06
13334.81668,6.99E-06,3.59E-06,2.47E-06,1.82E-06,2.43E-06
13364.48655,6.69E-06,3.64E-06,2.53E-06,2.29E-06,2.37E-06
13394.15641,5.54E-06,3.55E-06,2.67E-06,1.77E-06,2.15E-06
13423.82628,5.11E-06,3.40E-06,2.54E-06,1.88E-06,2.17E-06
13453.49615,5.75E-06,3.79E-06,2.55E-06,2.21E-06,2.10E-06
13483.16602,5.36E-06,3.48E-06,2.26E-06,2.32E-06,2.03E-06
13512.83588,4.81E-06,3.17E-06,2.48E-06,2.58E-06,2.36E-06
13542.50575,4.84E-06,2.65E-06,2.95E-06,2.02E-06,2.21E-06
13572.17562,5.48E-06,2.39E-06,3.52E-06,2.05E-06,1.82E-06
13601.84549,5.47E-06,2.91E-06,3.18E-06,2.02E-06,1.61E-06
13631.51535,6.01E-06,3.05E-06,2.47E-06,1.89E-06,1.55E-06
13661.18522,5.84E-06,3.00E-06,2.91E-06,1.98E-06,1.87E-06
13690.85509,6.22E-06,3.38E-06,2.64E-06,1.89E-06,2.12E-06
13720.52496,4.27E-06,3.24E-06,2.69E-06,1.88E-06,2.25E-06
13750.19482,5.16E-06,3.03E-06,2.75E-06,2.49E-06,1.80E-06
13779.86469,5.73E-06,3.04E-06,2.50E-06,2.45E-06,2.32E-06
13809.53456,7.26E-06,3.03E-06,2.26E-06,2.85E-06,2.30E-06
13839.20443,7.07E-06,3.23E-06,2.25E-06,2.57E-06,2.31E-06
13868.8743,6.36E-06,2.86E-06,2.31E-06,2.29E-06,1.76E-06
13898.54416,5.19E-06,2.87E-06,2.79E-06,2.19E-06,2.31E-06
13928.21403,6.70E-06,3.32E-06,2.46E-06,2.15E-06,2.71E-06
13957.8839,7.05E-06,3.54E-06,2.74E-06,1.88E-06,2.24E-06
13987.55377,6.20E-06,3.64E-06,3.22E-06,2.06E-06,2.00E-06
14017.22363,5.55E-06,3.46E-06,3.33E-06,2.10E-06,2.25E-06
14046.8935,4.88E-06,3.61E-06,2.51E-06,2.44E-06,2.26E-06
14076.56337,5.07E-06,2.82E-06,2.42E-06,2.46E-06,2.12E-06
14106.23324,5.61E-06,2.20E-06,2.58E-06,2.48E-06,2.11E-06
14135.9031,6.15E-06,2.94E-06,2.57E-06,2.85E-06,2.20E-06
14165.57297,6.25E-06,3.51E-06,3.05E-06,2.50E-06,2.08E-06
14195.24284,4.32E-06,3.12E-06,3.00E-06,2.32E-06,2.05E-06
14224.91271,5.75E-06,2.71E-06,2.82E-06,2.23E-06,2.24E-06
14254.58257,5.89E-06,2.83E-06,2.78E-06,2.47E-06,2.52E-06
14284.25244,6.35E-06,2.50E-06,2.22E-06,2.16E-06,2.15E-06
14313.92231,6.71E-06,2.66E-06,2.06E-06,1.75E-06,2.50E-06
14343.59218,8.36E-06,2.60E-06,2.67E-06,1.75E-06,2.36E-06
14373.26204,7.64E-06,3.16E-06,2.94E-06,1.77E-06,2.86E-06
14402.93191,7.80E-06,2.93E-06,2.77E-06,1.82E-06,3.22E-06
14432.60178,1.17E-05,3.32E-06,2.27E-06,2.10E-06,2.88E-06
14462.27165,1.63E-05,2.84E-06,2.34E-06,1.48E-06,2.61E-06
14491.94152,1.94E-05,2.78E-06,2.52E-06,1.59E-06,2.50E-06
14521.61138,2.14E-05,2.55E-06,2.65E-06,2.25E-06,2.48E-06
14551.28125,1.94E-05,2.47E-06,2.39E-06,2.52E-06,2.55E-06
14580.95112,1.49E-05,2.84E-06,2.53E-06,2.37E-06,1.86E-06
14610.62099,1.36E-05,2.97E-06,2.40E-06,2.36E-06,1.89E-06
14640.29085,1.02E-05,3.09E-06,2.46E-06,1.97E-06,2.40E-06
14669.96072,7.30E-06,2.71E-06,2.41E-06,2.13E-06,2.45E-06
14699.63059,6.80E-06,3.07E-06,2.48E-06,1.86E-06,3.04E-06
14729.30046,5.06E-06,3.34E-06,2.76E-06,2.35E-06,2.92E-06
14758.97032,6.57E-06,3.99E-06,2.38E-06,2.63E-06,2.34E-06
14788.64019,6.78E-06,3.77E-06,2.75E-06,2.57E-06,2.46E-06
14818.31006,6.24E-06,3.80E-06,2.70E-06,2.39E-06,2.37E-06
14847.97993,5.76E-06,3.37E-06,2.96E-06,2.36E-06,2.22E-06
14877.64979,5.66E-06,3.09E-06,2.62E-06,2.58E-06,2.33E-06
14907.31966,6.05E-06,2.80E-06,3.43E-06,2.69E-06,2.33E-06
14936.98953,5.33E-06,3.00E-06,3.43E-06,2.56E-06,2.20E-06
14966.6594,7.15E-06,2.78E-06,2.33E-06,2.77E-06,2.29E-06
14996.32926,5.60E-06,2.89E-06,2.80E-06,2.65E-06,2.37E-06
15025.99913,6.56E-06,3.58E-06,2.94E-06,2.79E-06,2.26E-06
15055.669,6.44E-06,3.96E-06,2.09E-06,2.47E-06,2.24E-06
15085.33887,6.26E-06,3.68E-06,2.50E-06,2.43E-06,2.66E-06
15115.00874,6.40E-06,3.40E-06,2.92E-06,2.36E-06,2.55E-06
15144.6786,6.14E-06,3.26E-06,2.90E-06,2.11E-06,2.53E-06
15174.34847,6.88E-06,3.03E-06,2.49E-06,2.40E-06,2.37E-06
15204.01834,5.61E-06,2.99E-06,2.49E-06,2.49E-06,2.33E-06
15233.68821,6.58E-06,3.08E-06,2.58E-06,2.51E-06,2.29E-06
15263.35807,7.47E-06,2.85E-06,2.16E-06,2.35E-06,2.19E-06
15293.02794,6.84E-06,2.66E-06,2.28E-06,2.47E-06,2.31E-06
15322.69781,6.01E-06,2.35E-06,2.09E-06,2.76E-06,2.75E-06
15352.36768,5.86E-06,2.71E-06,2.18E-06,2.95E-06,2.62E-06
15382.03754,6.03E-06,2.74E-06,2.21E-06,2.49E-06,2.93E-06
15411.70741,7.17E-06,3.47E-06,2.31E-06,2.27E-06,3.07E-06
15441.37728,7.69E-06,3.94E-06,2.82E-06,3.08E-06,2.62E-06
15471.04715,6.55E-06,3.10E-06,2.66E-06,2.83E-06,2.45E-06
15500.71701,6.21E-06,2.52E-06,2.38E-06,2.65E-06,2.49E-06
15530.38688,6.49E-06,2.43E-06,2.51E-06,2.62E-06,2.52E-06
15560.05675,5.73E-06,3.08E-06,2.16E-06,2.36E-06,2.37E-06
15589.72662,6.22E-06,3.07E-06,2.40E-06,2.17E-06,2.59E-06
15619.39648,6.39E-06,3.07E-06,2.73E-06,2.12E-06,2.68E-06
15649.06635,6.87E-06,2.97E-06,2.45E-06,2.25E-06,2.63E-06
15678.73622,5.95E-06,2.72E-06,2.35E-06,2.33E-06,2.36E-06
15708.40609,7.81E-06,3.54E-06,2.36E-06,2.07E-06,2.28E-06
15738.07596,9.18E-06,4.26E-06,2.83E-06,1.79E-06,2.45E-06
15767.74582,9.52E-06,4.11E-06,2.75E-06,1.59E-06,2.39E-06
15797.41569,8.97E-06,4.17E-06,3.29E-06,2.01E-06,1.92E-06
15827.08556,7.36E-06,5.71E-06,3.36E-06,2.19E-06,2.46E-06
15856.75543,6.00E-06,7.34E-06,3.19E-06,2.17E-06,2.18E-06
15886.42529,6.10E-06,1.16E-05,3.37E-06,2.46E-06,2.82E-06
15916.09516,6.56E-06,1.42E-05,3.42E-06,2.66E-06,3.26E-06
15945.76503,6.88E-06,1.26E-05,3.90E-06,2.30E-06,3.04E-06
15975.4349,5.97E-06,7.27E-06,4.56E-06,2.37E-06,2.79E-06
16005.10476,6.06E-06,4.26E-06,4.98E-06,2.50E-06,2.46E-06
16034.77463,6.53E-06,4.33E-06,6.17E-06,2.33E-06,2.24E-06
16064.4445,6.69E-06,4.36E-06,5.77E-06,3.29E-06,1.99E-06
16094.11437,4.41E-06,3.65E-06,4.43E-06,3.03E-06,1.87E-06
16123.78423,7.75E-06,2.93E-06,3.83E-06,2.92E-06,2.43E-06
16153.4541,7.35E-06,3.30E-06,3.30E-06,2.63E-06,2.63E-06
16183.12397,6.78E-06,3.14E-06,3.11E-06,2.45E-06,2.93E-06
16212.79384,6.27E-06,3.09E-06,2.79E-06,2.24E-06,2.81E-06
16242.4637,6.30E-06,3.29E-06,2.57E-06,2.30E-06,2.64E-06
16272.13357,6.17E-06,2.85E-06,2.39E-06,2.72E-06,2.83E-06
16301.80344,6.12E-06,2.37E-06,2.76E-06,2.97E-06,2.65E-06
16331.47331,4.91E-06,2.83E-06,2.75E-06,2.62E-06,2.54E-06
16361.14318,4.94E-06,2.83E-06,2.99E-06,2.66E-06,2.33E-06
16390.81304,6.97E-06,3.22E-06,2.55E-06,2.64E-06,2.45E-06
16420.48291,6.62E-06,3.01E-06,2.39E-06,2.30E-06,2.21E-06
16450.15278,5.69E-06,2.65E-06,2.93E-06,2.62E-06,2.53E-06
16479.82265,6.04E-06,2.42E-06,3.23E-06,2.31E-06,3.05E-06
16509.49251,5.66E-06,3.23E-06,3.53E-06,2.63E-06,2.92E-06
16539.16238,5.06E-06,3.85E-06,3.31E-06,2.20E-06,2.49E-06
16568.83225,5.57E-06,3.40E-06,2.74E-06,2.34E-06,1.80E-06
16598.50212,6.19E-06,2.88E-06,2.13E-06,2.28E-06,2.08E-06
16628.17198,6.19E-06,2.56E-06,2.86E-06,2.47E-06,2.01E-06
16657.84185,6.50E-06,3.52E-06,2.65E-06,2.65E-06,2.21E-06
16687.51172,5.97E-06,3.39E-06,3.79E-06,2.77E-06,2.76E-06
16717.18159,7.60E-06,2.88E-06,3.76E-06,1.90E-06,2.82E-06
16746.85145,6.56E-06,3.04E-06,3.49E-06,2.04E-06,2.67E-06
16776.52132,5.71E-06,3.22E-06,3.34E-06,2.10E-06,2.04E-06
16806.19119,6.61E-06,2.66E-06,3.05E-06,2.52E-06,2.81E-06
16835.86106,6.86E-06,3.26E-06,3.01E-06,2.84E-06,2.77E-06
16865.53092,7.31E-06,3.13E-06,2.90E-06,2.30E-06,2.35E-06
16895.20079,6.84E-06,3.07E-06,2.62E-06,2.67E-06,2.16E-06
16924.87066,6.47E-06,2.69E-06,2.49E-06,2.65E-06,2.44E-06
16954.54053,5.81E-06,2.80E-06,2.52E-06,2.53E-06,2.23E-06
16984.2104,5.97E-06,2.98E-06,2.48E-06,2.19E-06,2.14E-06
17013.88026,7.60E-06,2.33E-06,2.37E-06,2.44E-06,2.59E-06
17043.55013,7.12E-06,2.72E-06,2.78E-06,2.61E-06,2.91E-06
17073.22,6.39E-06,2.91E-06,2.88E-06,2.94E-06,2.58E-06
17102.88987,7.04E-06,3.40E-06,2.60E-06,2.87E-06,2.99E-06
17132.55973,7.38E-06,3.57E-06,3.04E-06,2.80E-06,2.00E-06
17162.2296,6.49E-06,3.56E-06,2.79E-06,2.90E-06,3.00E-06
17191.89947,7.17E-06,2.73E-06,2.98E-06,2.93E-06,3.27E-06
17221.56934,7.44E-06,2.67E-06,3.45E-06,3.02E-06,3.22E-06
17251.2392,8.52E-06,3.02E-06,3.37E-06,2.63E-06,2.70E-06
17280.90907,7.50E-06,3.15E-06,3.42E-06,2.56E-06,2.83E-06
17310.57894,7.40E-06,3.20E-06,2.88E-06,3.08E-06,2.99E-06
17340.24881,6.86E-06,3.09E-06,2.87E-06,3.29E-06,2.57E-06
17369.91867,6.38E-06,3.55E-06,2.71E-06,2.98E-06,2.32E-06
17399.58854,7.08E-06,3.88E-06,2.67E-06,2.37E-06,2.30E-06
17429.25841,6.88E-06,3.73E-06,2.97E-06,2.79E-06,2.76E-06
17458.92828,7.39E-06,2.94E-06,3.44E-06,3.11E-06,3.10E-06
17488.59815,6.29E-06,2.65E-06,3.57E-06,3.33E-06,2.96E-06
17518.26801,8.09E-06,2.52E-06,3.90E-06,3.28E-06,2.87E-06
17547.93788,6.74E-06,3.17E-06,3.77E-06,3.32E-06,2.35E-06
17577.60775,7.57E-06,3.06E-06,3.38E-06,2.96E-06,2.99E-06
17607.27762,7.60E-06,2.75E-06,3.28E-06,2.92E-06,2.88E-06
17636.94748,7.65E-06,2.47E-06,4.09E-06,2.39E-06,3.02E-06
17666.61735,9.16E-06,2.95E-06,3.28E-06,3.30E-06,2.83E-06
17696.28722,8.49E-06,2.77E-06,4.11E-06,3.75E-06,2.96E-06
17725.95709,7.76E-06,2.54E-06,4.27E-06,3.95E-06,2.81E-06
17755.62695,6.75E-06,2.87E-06,4.12E-06,4.24E-06,3.42E-06
17785.29682,7.13E-06,2.83E-06,3.60E-06,3.58E-06,2.97E-06
17814.96669,8.83E-06,2.71E-06,5.00E-06,3.74E-06,2.71E-06
17844.63656,8.80E-06,2.83E-06,5.09E-06,3.36E-06,2.63E-06
17874.30642,7.83E-06,3.16E-06,7.51E-06,3.51E-06,2.52E-06
17903.97629,7.76E-06,2.69E-06,9.70E-06,3.14E-06,2.60E-06
17933.64616,7.80E-06,3.59E-06,1.31E-05,3.85E-06,3.42E-06
17963.31603,5.42E-06,3.40E-06,1.85E-05,4.18E-06,3.49E-06
17992.98589,6.09E-06,3.10E-06,2.27E-05,3.35E-06,3.61E-06
18022.65576,6.52E-06,3.23E-06,2.60E-05,3.34E-06,3.04E-06
18052.32563,7.13E-06,3.36E-06,2.72E-05,3.85E-06,1.89E-06
18081.9955,7.45E-06,3.27E-06,2.51E-05,4.06E-06,2.53E-06
18111.66537,7.40E-06,3.34E-06,2.00E-05,3.35E-06,2.44E-06
18141.33523,8.39E-06,3.59E-06,1.44E-05,4.22E-06,2.59E-06
18171.0051,8.47E-06,3.14E-06,9.56E-06,4.88E-06,3.25E-06
18200.67497,8.18E-06,3.42E-06,9.53E-06,4.79E-06,3.49E-06
18230.34484,8.49E-06,3.43E-06,7.87E-06,4.19E-06,3.76E-06
18260.0147,7.30E-06,3.44E-06,6.05E-06,4.09E-06,3.76E-06
18289.68457,9.72E-06,3.53E-06,5.12E-06,4.57E-06,3.45E-06
18319.35444,1.08E-05,3.10E-06,4.27E-06,5.08E-06,3.11E-06
18349.02431,1.10E-05,2.78E-06,4.90E-06,5.11E-06,2.39E-06
18378.69417,1.10E-05,3.25E-06,5.02E-06,5.95E-06,2.19E-06
18408.36404,1.33E-05,3.41E-06,4.63E-06,5.97E-06,1.78E-06
18438.03391,1.44E-05,3.17E-06,3.45E-06,6.21E-06,2.03E-06
18467.70378,1.54E-05,3.19E-06,3.45E-06,6.91E-06,2.48E-06
18497.37364,1.59E-05,3.82E-06,3.40E-06,7.61E-06,3.14E-06
18527.04351,1.33E-05,4.23E-06,3.82E-06,7.84E-06,3.23E-06
18556.71338,1.21E-05,3.79E-06,3.42E-06,9.80E-06,2.68E-06
18586.38325,1.44E-05,3.75E-06,3.16E-06,1.24E-05,2.68E-06
18616.05311,1.51E-05,3.97E-06,3.76E-06,1.32E-05,2.65E-06
18645.72298,1.81E-05,4.24E-06,4.01E-06,1.68E-05,2.18E-06
18675.39285,2.23E-05,4.30E-06,3.94E-06,2.53E-05,2.63E-06
18705.06272,2.24E-05,4.12E-06,3.21E-06,3.23E-05,2.75E-06
18734.73259,2.40E-05,3.79E-06,3.05E-06,3.17E-05,3.23E-06
18764.40245,2.89E-05,3.03E-06,3.11E-06,2.98E-05,3.23E-06
18794.07232,2.84E-05,3.18E-06,2.71E-06,2.99E-05,3.25E-06
18823.74219,3.14E-05,2.95E-06,2.67E-06,2.20E-05,3.42E-06
18853.41206,3.73E-05,2.78E-06,2.88E-06,1.79E-05,2.73E-06
18883.08192,3.75E-05,2.62E-06,2.50E-06,1.58E-05,2.63E-06
18912.75179,3.58E-05,2.30E-06,2.10E-06,1.37E-05,2.22E-06
18942.42166,2.98E-05,2.47E-06,2.67E-06,1.13E-05,2.69E-06
18972.09153,3.13E-05,2.59E-06,3.11E-06,9.58E-06,2.80E-06
19001.76139,3.77E-05,3.54E-06,2.72E-06,8.23E-06,2.67E-06
19031.43126,5.06E-05,3.74E-06,2.97E-06,7.49E-06,2.68E-06
19061.10113,4.66E-05,3.51E-06,3.37E-06,8.42E-06,2.79E-06
19090.771,4.10E-05,2.74E-06,2.94E-06,7.85E-06,2.89E-06
19120.44086,3.01E-05,2.86E-06,3.03E-06,7.20E-06,2.55E-06
19150.11073,3.47E-05,2.90E-06,3.18E-06,7.09E-06,2.65E-06
19179.7806,5.16E-05,3.54E-06,2.83E-06,6.69E-06,2.84E-06
19209.45047,6.27E-05,3.46E-06,2.91E-06,6.02E-06,2.34E-06
19239.12033,6.39E-05,3.50E-06,2.60E-06,4.94E-06,2.53E-06
19268.7902,5.30E-05,3.35E-06,2.80E-06,4.64E-06,2.30E-06
19298.46007,4.61E-05,3.19E-06,3.25E-06,4.92E-06,2.54E-06
19328.12994,4.40E-05,3.37E-06,3.09E-06,5.37E-06,2.22E-06
19357.79981,3.95E-05,3.21E-06,3.01E-06,5.35E-06,1.83E-06
19387.46967,4.22E-05,3.31E-06,3.61E-06,5.58E-06,2.11E-06
19417.13954,3.35E-05,3.71E-06,3.67E-06,5.90E-06,2.49E-06
19446.80941,3.12E-05,2.88E-06,2.85E-06,7.99E-06,3.21E-06
19476.47928,2.47E-05,2.82E-06,2.71E-06,9.46E-06,3.38E-06
19506.14914,2.40E-05,2.95E-06,2.49E-06,9.10E-06,3.50E-06
19535.81901,2.51E-05,3.03E-06,2.77E-06,9.64E-06,3.46E-06
19565.48888,2.44E-05,3.33E-06,3.18E-06,8.15E-06,3.22E-06
19595.15875,2.11E-05,3.27E-06,3.53E-06,5.31E-06,2.90E-06
19624.82861,2.13E-05,3.19E-06,3.29E-06,4.36E-06,2.23E-06
19654.49848,2.18E-05,2.80E-06,2.43E-06,4.05E-06,2.47E-06
19684.16835,1.86E-05,3.64E-06,2.59E-06,2.83E-06,2.44E-06
19713.83822,1.77E-05,3.55E-06,2.95E-06,2.66E-06,2.48E-06
19743.50808,1.77E-05,2.86E-06,3.00E-06,2.72E-06,2.38E-06
19773.17795,1.51E-05,3.00E-06,2.73E-06,2.35E-06,2.25E-06
19802.84782,1.34E-05,3.36E-06,2.93E-06,3.06E-06,2.28E-06
19832.51769,1.25E-05,3.78E-06,3.07E-06,2.84E-06,3.10E-06
19862.18755,1.16E-05,3.95E-06,2.47E-06,2.94E-06,3.48E-06
